check_point0,check_point1,check_point2,check_point3,check_point4,check_point5,check_point6,check_point7,check_point8,check_point9,check_point10,check_point11,check_point12,check_point13,check_point14,check_point15,check_point16,check_point17,check_point18,check_point19,check_point20,month,day,heat_deg_days_c,total_snow_cm,spd_of_max_gust_kmPerhr,date,sum_checkpointCount
375.0,0.0,13.0,0.0,171.15864963066394,484.0,123.0,35.0,0.0,5.597348717856221e-08,3.0,242.61194885647728,421.0,570.0,127.0,3.0,1146.1379153345572,256.0,419.0,213.0,22.0,3.0,29.0,21.3,0.0,44.0,2015-03-29,4623.908513877672
439.0,0.0,21.0,156.0,226.68162906407946,637.0,141.0,47.0,0.0,1.2395048543112352e-08,1.0,276.5587227387123,304.0,531.0,187.0,25.0,1304.35707261774,251.0,512.0,410.0,58.0,3.0,30.0,16.3,1.0,59.0,2015-03-30,5527.597424432926
729.0,0.0,20.0,449.0,380.56062120835514,1074.0,242.0,101.0,0.0,4.410912879393436e-08,9.0,386.2490863702194,593.0,1018.0,306.0,3.0,1258.6860915045095,412.0,698.0,664.0,91.0,3.0,31.0,19.4,0.0,44.0,2015-03-31,8434.495799127193
989.0,0.0,281.0,594.0,572.104223718583,1380.0,272.0,148.0,446.0,4.038292900077067e-08,16.0,451.95582884555074,763.0,1197.0,343.0,33.0,1656.1329922981429,568.0,853.0,834.0,100.0,4.0,1.0,20.4,0.0,43.0,2015-04-01,11497.19304490266
870.0,0.0,397.0,601.0,645.6367814186192,1429.0,337.0,143.0,825.0,321.2016350395884,38.0,286.34065317385557,807.0,1222.0,396.0,166.61621207214012,2069.2967279284208,707.0,879.0,839.0,162.0,4.0,2.0,14.3,0.0,41.0,2015-04-02,13141.092009632624
993.0,905.0,925.0,520.0,845.4629694369858,1323.0,344.0,199.0,722.0,541.8453433098166,226.0,573.3698348540922,1289.0,1773.0,443.0,51.315511726756995,2474.387624200893,662.0,1002.0,597.0,66.0,4.0,3.0,9.0,0.0,48.0,2015-04-03,16475.381283528543
189.0,156.0,60.0,55.0,164.02685133867942,338.0,78.0,29.0,136.0,0.0,5.0,201.81684508424314,323.0,455.0,65.0,33.66664838518682,1267.3061708190137,140.0,304.0,147.0,18.0,4.0,4.0,17.5,4.4,56.0,2015-04-04,4164.816515627123
228.0,218.0,65.0,114.0,209.49339030677515,379.0,106.0,43.0,234.0,97.18113557721063,19.0,250.2430432828337,365.0,500.0,114.0,34.8061152692062,1350.3407547967392,238.0,381.0,174.0,24.0,4.0,5.0,20.2,0.0,52.0,2015-04-05,5144.064439232765
398.0,282.0,279.0,235.0,364.8330434971062,653.0,175.0,84.0,404.0,239.614052235514,20.0,278.79961785462,468.0,729.0,192.0,57.121837312918615,1651.8353502306925,301.0,509.0,377.0,47.0,4.0,6.0,19.7,0.6,32.0,2015-04-06,7745.203901130852
1294.0,759.0,841.0,873.0,1004.0846339164916,1904.0,400.0,288.0,1075.0,739.8359878320407,67.0,457.5688214585932,1001.0,1443.0,505.0,29.847841438812793,3312.2120431654207,778.0,1116.0,1174.0,136.0,4.0,7.0,17.1,0.0,39.0,2015-04-07,19197.549327811357
1430.0,709.0,985.0,883.0,1010.4277729780808,1883.0,443.0,373.0,1132.0,959.882234970547,29.0,437.51904113000614,772.0,1476.0,580.0,43.768393902967546,3183.080627500432,801.0,1203.0,1173.0,135.0,4.0,8.0,16.6,3.2,39.0,2015-04-08,19641.678070482034
1498.0,831.0,1025.0,882.0,1089.6954930835268,1994.0,486.0,336.0,1172.0,1080.5655210031764,43.0,431.4036899559751,917.0,1664.0,526.0,64.15690711638399,3070.1006055344856,871.0,1057.0,1339.0,165.0,4.0,9.0,14.4,0.0,56.0,2015-04-09,20541.922216693547
795.0,446.0,610.0,382.0,639.1691309553444,1133.0,255.0,165.0,715.0,698.1740629949054,14.0,323.17956702214997,812.0,979.0,271.0,66.28513485700478,2381.855336342488,526.0,773.0,716.0,90.0,4.0,10.0,10.7,0.0,76.0,2015-04-10,12790.66323217189
779.0,831.0,943.0,467.0,688.789545223437,1055.0,316.0,217.0,636.0,632.3900832163217,121.0,525.4002145436912,637.0,1355.0,298.0,59.74120063690407,2437.230970919859,569.0,1011.0,567.0,70.0,4.0,11.0,12.5,0.0,67.0,2015-04-11,14215.552014540215
1699.0,2083.0,2141.0,853.0,1475.2029387886787,1612.0,704.0,667.0,1078.0,2040.411505544802,589.0,1108.8096259169386,2264.0,2500.0,777.0,35.510865147770346,3444.1350147159947,844.0,1630.0,806.0,75.0,4.0,12.0,8.4,0.0,43.0,2015-04-12,28426.069950114183
2990.0,2394.0,3047.0,1768.0,2424.3912002801776,3636.0,1139.0,1182.0,2332.0,3035.7712594892528,439.0,1223.3471273241075,2233.0,3328.0,1522.0,157.53023129718895,5631.768240146676,1521.0,2303.0,2389.0,327.0,4.0,13.0,5.9,0.0,70.0,2015-04-13,45022.808058537405
2890.0,2214.0,2880.0,1694.0,2253.5332204916463,3561.0,1049.0,1028.0,2199.0,2728.5720545416953,306.0,1047.0803524694202,2025.0,3051.0,1274.0,104.44821818057062,5594.518005846714,1584.0,2156.0,2277.0,292.0,4.0,14.0,6.9,0.0,61.0,2015-04-14,42208.15185153005
3449.0,2412.0,3305.0,1720.0,2590.6856895706183,3986.0,1118.0,1283.0,2500.0,3192.1991864964384,483.0,1244.4036891846424,2330.0,3291.0,1551.0,113.81082842791693,6457.8368194738805,1627.0,2615.0,2588.0,297.0,4.0,15.0,10.1,0.0,37.0,2015-04-15,48153.936213153494
3639.0,2656.0,3526.0,1798.0,2734.411708735601,4300.0,1189.0,1269.0,2514.0,2951.4704115660925,496.0,1287.2374652662427,2441.0,3564.0,1599.0,131.65742374446563,6832.629668165412,1762.0,2646.0,2721.0,345.0,4.0,16.0,10.0,0.0,50.0,2015-04-16,50402.40667747782
3320.0,2595.0,3196.0,1580.0,2599.8361510206814,4153.0,1192.0,1091.0,2327.0,2527.7818035838054,436.0,1192.0909193237683,2485.0,3540.0,1495.0,188.5977072950045,6925.745347423704,1745.0,2909.0,2630.0,316.0,4.0,17.0,4.7,0.0,50.0,2015-04-17,48444.051928646964
1225.0,1429.0,1471.0,628.0,1057.2294064689975,1618.0,492.0,384.0,813.0,738.5868097340135,269.0,752.5641371563804,1372.0,1853.0,411.0,27.49167391958781,3695.2323217355834,864.0,1548.0,730.0,76.0,4.0,18.0,11.8,0.0,48.0,2015-04-18,21454.104349014564
2147.0,2663.0,2689.0,1019.0,1886.154773715048,2314.0,873.0,891.0,1302.0,1906.9808846643964,977.0,1503.4670559261663,2659.0,3252.0,1036.0,65.58203942381897,4414.763717761041,1205.0,2043.0,1093.0,101.0,4.0,19.0,11.6,0.0,39.0,2015-04-19,36040.94847149047
1419.0,894.0,1318.0,711.0,1151.2819159355759,1800.0,495.0,524.0,1243.0,1597.566571508989,83.0,597.3308145647839,950.0,1510.0,686.0,120.61465525711992,3299.397761012856,808.0,1287.0,1328.0,200.0,4.0,20.0,10.4,0.0,56.0,2015-04-20,22022.191718279326
1446.0,946.0,1370.0,754.0,1125.7341594965305,1898.0,494.0,409.0,1201.0,2076.532688313827,156.0,0.0,1187.0,1609.0,516.0,59.24903547467056,3862.748412022217,849.0,1442.0,1248.0,137.0,4.0,21.0,9.6,0.0,56.0,2015-04-21,22786.264295307246
2119.0,1292.0,1897.0,713.0,1514.4869643148215,2280.0,708.0,734.0,1595.0,3185.784255654946,152.0,0.0,1364.0,2086.0,896.0,161.22806184136607,4267.478256036998,1184.0,1829.0,1703.0,237.0,4.0,22.0,11.1,0.0,46.0,2015-04-22,29917.97753784813
1670.0,1101.0,1604.0,555.0,1298.7047676962427,2112.0,567.0,513.0,1384.0,1767.6273068581195,136.0,435.0,1183.0,1845.0,673.0,146.80420310879072,4053.018917899749,996.0,1550.0,1404.0,151.0,4.0,23.0,13.9,0.0,56.0,2015-04-23,25145.1551955629
1706.0,1220.0,1689.0,794.0,1375.0712815567213,2183.0,615.0,532.0,1419.0,1719.7930666424718,114.0,670.0,1276.0,1917.0,678.0,125.71906954350834,4197.001117002264,1052.0,1800.0,1473.0,175.0,4.0,24.0,15.5,0.0,44.0,2015-04-24,26730.584534744965
1368.0,1451.0,1532.0,625.0,1145.906070957793,1751.0,515.0,424.0,851.0,882.0559127199731,289.0,734.0,1539.0,1962.0,501.0,39.445006389476475,3944.8391253066775,893.0,1809.0,856.0,72.0,4.0,25.0,11.6,0.0,41.0,2015-04-25,23184.24611537392
1553.0,1888.0,2043.0,821.0,1377.792770071932,1846.0,711.0,507.0,1040.0,1396.4819762454608,523.0,1014.0,1840.0,2241.0,550.0,61.10977262722827,4155.068331264335,998.0,1874.0,920.0,76.0,4.0,26.0,10.2,0.0,32.0,2015-04-26,27435.452850208956
2317.0,1550.0,2196.0,1125.0,1765.9431684108054,2911.0,825.0,749.0,1710.0,1918.1031599095886,244.0,882.0,1591.0,2357.0,1005.0,149.1993364732407,4822.869643265244,1365.0,1970.0,1889.0,213.0,4.0,27.0,8.0,0.0,41.0,2015-04-27,33555.11530805888
4359.0,3320.0,4443.0,2074.0,3348.6977849266214,4881.0,1437.0,1791.0,2920.0,3451.4383446478814,860.0,2453.0,3165.0,4244.0,2194.0,214.11327816966786,7142.09667404887,2419.0,3269.0,3193.0,417.0,4.0,28.0,6.3,0.0,35.0,2015-04-28,61595.34608179304
4237.0,3376.0,4270.0,1978.0,3308.728727003939,4909.0,1499.0,1735.0,2944.0,3342.966715809669,705.0,2182.0,3114.0,4424.0,2236.0,238.33072077210272,7625.8967770900845,2392.0,3560.0,3074.0,408.0,4.0,29.0,6.5,0.0,37.0,2015-04-29,61558.922940675795
4433.0,3408.0,4343.0,2095.0,3367.945468271061,5196.0,1427.0,1690.0,2926.0,3231.224068594529,706.0,2082.0,3131.0,4337.0,2283.0,166.11229035607448,8235.035853700585,2487.0,3699.0,3175.0,390.0,4.0,30.0,6.7,0.0,43.0,2015-04-30,62808.31768092225
4762.0,3902.0,4883.0,1947.0,3656.638590058017,5481.0,1503.0,1744.0,3028.0,3258.9748629515097,917.0,2186.0,3634.0,4643.0,2334.0,209.5004688242525,9336.177163186028,2536.0,3964.0,3249.0,465.0,5.0,1.0,4.5,0.0,31.0,2015-05-01,67639.29108501981
4244.0,4698.0,4789.0,1682.0,3236.3956587287644,4499.0,1609.0,1725.0,1919.0,1617.4772450671362,1529.0,2358.0,3898.0,4993.0,2027.0,100.65473710307833,8858.626681928385,1932.0,4017.0,1746.0,218.0,5.0,2.0,2.5,0.0,35.0,2015-05-02,61696.15432282736
4474.0,4936.0,5247.0,1741.0,3519.9648850880117,4268.0,1470.0,1877.0,2234.0,3310.07397644102,1627.0,2609.0,4924.0,5666.0,2076.0,28.114066756536886,7891.6987317078565,2063.0,3877.0,1870.0,250.0,5.0,3.0,0.2,0.0,35.0,2015-05-03,65958.85165999342
5402.0,4104.0,5244.0,2558.0,3957.027352313564,5934.0,1700.0,2214.0,3383.0,4217.386319643091,1060.0,2349.0,3192.0,4593.0,2845.0,192.54520693839459,9331.247591789175,2775.0,3968.0,3764.0,582.0,5.0,4.0,0.0,0.0,72.0,2015-05-04,73365.20647068422
6394.0,4779.0,6079.0,2954.0,4731.367772961336,7194.0,1909.0,2519.0,3950.0,4465.073071604319,2213.0,3125.0,4097.0,5124.0,3289.0,188.34666454431408,11185.011298989073,3302.0,4342.0,4457.0,630.0,5.0,5.0,3.1,0.0,44.0,2015-05-05,86926.79880809905
6496.0,5067.0,6182.0,2337.0,4787.160219836205,7135.0,1949.0,2640.0,3966.0,4373.80613857494,2293.0,3102.0,3906.0,5936.0,3394.0,304.4431388158582,10798.49594799575,3335.0,4301.0,4396.0,590.0,5.0,6.0,2.0,0.0,44.0,2015-05-06,87288.90544522276
6952.0,5323.0,6449.0,3039.0,4987.785616215012,7407.0,2009.0,2725.0,3977.0,4784.162428933594,2445.0,3156.0,4173.0,5541.0,3564.0,140.54381824626216,11852.273496756818,3451.0,4728.0,4474.0,739.0,5.0,7.0,0.0,0.0,37.0,2015-05-07,91916.76536015168
6837.0,5536.0,6680.0,2682.0,4910.028082050524,7011.0,1896.0,2714.0,3803.0,5277.193996447841,2633.0,2899.0,4277.0,5891.0,3432.0,114.17179616626981,12019.319415915863,3410.0,5151.0,4089.0,653.0,5.0,8.0,0.0,0.0,31.0,2015-05-08,91914.71329058049
2896.0,3316.0,3489.0,1231.0,2463.1727993023546,3626.0,1038.0,1049.0,1595.0,1421.3272839462788,1753.0,1657.0,2914.0,3785.0,1290.0,105.85442025222801,7402.727933440555,1673.0,3018.0,1615.0,242.0,5.0,9.0,0.0,0.0,65.0,2015-05-09,47580.08243694141
2060.0,2250.0,2543.0,965.0,1717.0658047153804,2345.0,788.0,801.0,1124.0,1539.0224452400225,1067.0,1171.0,2146.0,2746.0,959.0,95.95849539651772,4874.562097315329,1141.0,2225.0,1107.0,149.0,5.0,10.0,0.0,0.0,39.0,2015-05-10,33813.60884266725
1490.0,1070.0,1424.0,721.0,1173.458373052562,1872.0,472.0,468.0,1098.0,1571.3242031724212,224.0,529.0,1327.0,1500.0,687.0,65.91787287430179,3739.622173803402,946.0,1512.0,1214.0,125.0,5.0,11.0,7.1,0.0,44.0,2015-05-11,23229.32262290269
3044.0,1987.0,2782.0,1329.0,2325.65715834213,3935.0,1011.0,975.0,2215.0,2303.6687287884797,694.0,1137.0,2160.0,2735.0,1425.0,219.8478474007543,6515.889980302001,1805.0,2474.0,2504.0,268.0,5.0,12.0,2.1,0.0,80.0,2015-05-12,43845.06371483336
5747.0,4293.0,5328.0,2416.0,4312.009972831632,6541.0,1635.0,2313.0,3677.0,4268.216793799559,1794.0,2734.0,3982.0,4991.0,3007.0,172.9795402143427,10082.006546885928,3066.0,4043.0,4136.0,549.0,5.0,13.0,5.9,0.0,41.0,2015-05-13,79087.21285373146
6505.0,4732.0,5968.0,2650.0,4667.138514288611,6708.0,1797.0,2429.0,3885.0,5165.314137869082,2212.0,3010.0,4114.0,5671.0,3185.0,200.7522088971673,10065.111795088476,3386.0,4439.0,4307.0,651.0,5.0,14.0,5.8,0.0,41.0,2015-05-14,85747.31665614333
5533.0,4066.0,5188.0,2127.0,4066.1098403400547,6100.0,1569.0,2109.0,3328.0,4439.090158449258,2128.0,2452.0,3830.0,5035.0,2758.0,68.0,9406.263226248553,2983.0,3869.0,3787.0,605.0,5.0,15.0,3.7,0.0,31.0,2015-05-15,75446.46322503786
2433.0,2640.0,2616.0,906.0,2009.549385223843,3199.0,803.0,859.0,1448.0,929.4618001411809,1085.0,1127.0,2433.0,3086.0,1116.0,87.0,6505.9214358452655,1445.0,2285.0,1349.0,146.0,5.0,16.0,0.3,0.0,31.0,2015-05-16,38507.93262121029
4634.0,5099.0,5404.0,1594.0,3877.1686701073986,4437.0,1436.0,2080.0,2409.0,3581.032389879413,4500.0,3545.0,4834.0,5904.0,2633.0,113.0,7775.282425051019,1949.0,3253.0,2002.0,305.0,5.0,17.0,0.0,0.0,31.0,2015-05-17,71364.48348503784
4155.0,4351.0,4682.0,1490.0,3209.6890596408707,3701.0,1366.0,1950.0,1860.0,3085.6559180754375,3761.0,3064.0,3510.0,5148.0,2306.0,103.0,5927.016833373835,1828.0,2885.0,1708.0,232.0,5.0,18.0,0.0,0.0,46.0,2015-05-18,60322.36181109014
5203.0,3422.0,4645.0,2015.0,3660.529208195834,5720.0,1525.0,1797.0,3166.0,3784.745244806797,1257.0,1922.0,3352.0,4455.0,2309.0,164.0,8702.937053755013,2593.0,3388.0,3567.0,561.0,5.0,19.0,0.0,0.0,69.0,2015-05-19,67209.21150675765
5698.0,3840.0,5240.0,2418.0,3983.1523603460673,5947.0,1636.0,2058.0,3404.0,5014.654065111781,1398.0,2212.0,3646.0,4814.0,2772.0,145.0,8618.784406569157,2951.0,3835.0,3858.0,426.0,5.0,20.0,6.8,0.0,54.0,2015-05-20,73914.59083202701
6031.0,4271.0,5598.0,2423.0,4345.618809750718,6706.0,1713.0,2149.0,3565.0,4206.125417542076,1875.0,2499.0,3891.0,5131.0,2860.0,152.0,9997.772706283602,3082.0,3687.0,4175.0,662.0,5.0,21.0,4.1,0.0,43.0,2015-05-21,79019.5169335764
4478.0,3118.0,4121.0,1697.0,3273.369903231328,5095.0,1251.0,1551.0,2825.0,3709.553139580451,1110.0,1639.0,2973.0,3854.0,2144.0,101.0,7987.2856241869895,2494.0,2974.0,3321.0,549.0,5.0,22.0,9.4,0.0,54.0,2015-05-22,60265.20866699876
3285.0,3171.0,3484.0,1129.0,2495.0921825317023,3433.0,947.0,1107.0,1549.0,1559.1977529354845,1554.0,1869.0,3385.0,3841.0,1333.0,98.0,6231.410655207342,1739.0,2555.0,1540.0,267.0,5.0,23.0,8.0,0.0,61.0,2015-05-23,46571.700590674525
3891.0,4183.0,4422.0,1300.0,3230.8334277869117,3971.0,1321.0,1487.0,2063.0,2739.1280583959815,2761.0,2665.0,4300.0,4884.0,1969.0,78.0,7158.532823323428,1690.0,2887.0,1889.0,309.0,5.0,24.0,0.0,0.0,56.0,2015-05-24,59198.49430950631
2891.0,1878.0,2687.0,1214.0,2126.7530231137935,3096.0,850.0,1084.0,1908.0,3129.9104896115787,664.0,1157.0,1911.0,2693.0,1474.0,83.0,4655.158289445575,1547.0,2038.0,2250.0,327.0,5.0,25.0,0.0,0.0,43.0,2015-05-25,39663.82180217095
6492.0,4555.0,6124.0,2555.0,4742.698918290339,6955.0,1916.0,2544.0,3914.0,5334.506358803632,2483.0,2970.0,4215.0,5553.0,3262.0,173.0,9873.32898871745,3052.0,3823.0,4601.0,680.0,5.0,26.0,0.0,0.0,46.0,2015-05-26,85817.53426581141
5964.0,4132.0,5809.0,2301.0,4351.692713747983,6617.0,1776.0,2269.0,3644.0,4956.03352351656,1512.0,2390.0,3754.0,5005.0,2959.0,195.0,9499.260042077341,2989.0,3567.0,4461.0,660.0,5.0,27.0,0.0,0.0,57.0,2015-05-27,78810.98627934189
4657.0,3156.0,4376.0,1858.0,3472.9706531334373,5368.0,1485.0,1862.0,2991.0,4249.237694156938,1204.0,1838.0,3095.0,4064.0,2498.0,142.0,7590.405107613661,2519.0,2922.0,3707.0,578.0,5.0,28.0,0.8,0.0,48.0,2015-05-28,63632.613454904036
7093.0,6153.0,7322.0,2719.0,5803.2103008970635,7772.0,2174.0,2872.0,4867.0,7967.615568102334,3059.0,3339.0,7197.0,7695.0,3782.0,332.0,11680.986889283075,4342.0,5166.0,5017.0,717.0,5.0,29.0,0.1,0.0,31.0,2015-05-29,107069.81275828247
3304.0,3716.0,3783.0,1250.0,2721.4121475716565,3608.0,1082.0,1163.0,1899.0,2323.5940791452904,1162.0,1729.0,3563.0,4604.0,1550.0,83.0,6892.032270921682,1733.0,3046.0,1624.0,200.0,5.0,30.0,0.0,0.0,67.0,2015-05-30,51036.03849763863
2430.0,3524.0,3329.0,1720.0,3155.4923373477664,3324.0,945.0,790.0,3034.0,6750.320895640336,785.0,1478.0,7921.0,5636.0,1153.0,71.0,5488.307428837643,2579.0,3126.0,2207.0,187.0,5.0,31.0,6.6,0.0,46.0,2015-05-31,59633.12066182575
3319.0,2178.0,3011.0,1304.0,2392.948401923128,3652.0,939.0,1067.0,2074.0,3308.526790605797,338.0,1075.0,2311.0,2794.0,1508.0,85.0,5725.509442785136,1778.0,2465.0,2704.0,326.0,6.0,1.0,6.4,0.0,44.0,2015-06-01,44354.98463531406
3158.0,2037.0,2814.0,1266.0,2289.6614539638317,3666.0,1003.0,1074.0,1982.0,2565.6395436232415,327.0,1240.0,2240.0,2800.0,1551.0,90.0,5325.369528236759,1644.0,2213.0,2551.0,229.0,6.0,2.0,8.1,0.0,33.0,2015-06-02,42065.670525823836
6444.0,4736.0,5983.0,2616.0,4730.477606190573,6951.0,1919.0,2609.0,3882.0,4468.007574841807,1244.0,3194.0,4443.0,5530.0,3477.0,189.0,9799.283892927295,3078.0,3992.0,4532.0,659.0,6.0,3.0,6.9,0.0,31.0,2015-06-03,84475.76907395967
7242.0,5461.0,6843.0,2863.0,5350.041984328315,7905.0,2183.0,3014.0,4272.0,4611.533139185715,1487.0,3595.0,4829.0,6210.0,4118.0,183.0,11004.61192433515,3193.0,4092.0,5039.0,768.0,6.0,4.0,1.7,0.0,31.0,2015-06-04,94263.18704784918
4074.0,2763.0,3660.0,1490.0,2999.630699334068,4590.0,1154.0,1433.0,2618.0,2547.420725644155,559.0,1750.0,2849.0,3808.0,1947.0,151.0,7135.287370087874,1695.0,2712.0,2922.0,431.0,6.0,5.0,0.0,0.0,46.0,2015-06-05,53288.3387950661
4310.0,4527.0,4770.0,1561.0,3426.0841323731606,4326.0,1334.0,1841.0,2125.0,2584.651495352865,1538.0,2658.0,4462.0,5061.0,2342.0,109.0,7365.159236695398,1868.0,3187.0,2178.0,334.0,6.0,6.0,3.6,0.0,44.0,2015-06-06,61906.894864421425
3592.0,4261.0,4262.0,1542.0,3107.584467584058,3804.0,1241.0,1682.0,1982.0,1434.2796092699245,1629.0,3237.0,4059.0,4851.0,2009.0,72.0,6334.556446644451,1596.0,2720.0,1762.0,294.0,6.0,7.0,3.3,0.0,43.0,2015-06-07,55471.420523498426
1705.0,1271.0,1737.0,853.0,1392.2498045796324,2253.0,619.0,625.0,1238.0,1565.5020810265987,168.0,710.0,1523.0,1936.0,940.0,75.0,3711.242781896258,1021.0,1411.0,1456.0,176.0,6.0,8.0,0.0,0.0,44.0,2015-06-08,26385.994667502488
3388.0,2180.0,3065.0,1537.0,2466.565423088664,3785.0,1035.0,1281.0,2206.0,2951.499879709988,515.0,1382.0,2346.0,3093.0,1722.0,101.0,5477.226442217844,1754.0,2313.0,2546.0,350.0,6.0,9.0,0.0,0.0,31.0,2015-06-09,45494.2917450165
6341.0,4437.0,5744.0,2684.0,4538.833152267943,6467.0,1816.0,2742.0,3750.0,5381.470490954476,2338.0,2918.0,4138.0,5317.0,3482.0,192.0,8821.600184509,3077.0,3593.0,4197.0,673.0,6.0,10.0,0.0,0.0,39.0,2015-06-10,82647.90382773141
6136.0,4232.0,5644.0,2261.0,4367.008169874548,6462.0,1716.0,2420.0,3608.0,4829.239656290989,1802.0,2540.0,4009.0,4825.0,3195.0,171.0,9725.711365790448,2908.0,3665.0,4136.0,649.0,6.0,11.0,0.0,0.0,56.0,2015-06-11,79300.95919195598
